Date,Time,Station_Number,Depth,Discrete_Chlorophyll,DiscreteChlorophyll_Pheopigment_Ratio,Calculated_Chlorophyll,Discrete_Oxygen,Oxygen,Oxygen_Percent_Saturation,Discrete_SPM,Calculated_SPM,Extinction_Coefficient,Salinity,Temperature,Sigma_t,Nitrite,Nitrate_Nitrite,Ammonium,Phosphate,Silicate
1/21/16,13:29,3,10,,,2.4,,9.8,88,,66,,1.03,10.29,0.49,,,,,
1/21/16,13:29,3,11,,,2.4,,9.8,88,,68,,1.04,10.29,0.49,,,,,
1/21/16,13:29,3,12,,,2.5,,9.8,88,,71,,1.04,10.29,0.49,,,,,
1/21/16,13:29,3,13,,,2.6,,9.8,88,,71,,1.04,10.29,0.49,,,,,
1/21/16,13:29,3,14,,,2.6,,9.8,88,,73,,1.04,10.29,0.49,,,,,
1/21/16,13:29,3,15,2.6,0.4,2.6,,9.8,89,76,76,,1.04,10.3,0.49,,,,,
1/21/16,13:15,4,1,,,2.5,,9.8,89,,60,4.7,0.89,10.45,0.36,,,,,
1/21/16,13:15,4,2,,,2.5,,9.8,89,,62,,1.06,10.36,0.5,,,,,
1/21/16,13:15,4,3,,,2.3,,9.9,89,,59,,1.22,10.34,0.63,,,,,
1/21/16,13:15,4,4,,,2.2,,9.9,89,,56,,1.5,10.34,0.85,,,,,
1/21/16,13:15,4,5,,,2.1,,9.9,89,,51,,1.65,10.34,0.97,,,,,
1/21/16,13:15,4,6,,,2,,9.9,89,,49,,1.77,10.35,1.06,,,,,
1/21/16,13:15,4,7,,,2,,9.9,89,,49,,1.83,10.35,1.11,,,,,
1/21/16,13:15,4,8,,,2.1,,9.9,89,,50,,1.84,10.35,1.11,,,,,
1/21/16,13:15,4,9,,,2.1,,9.9,89,,50,,1.86,10.35,1.13,,,,,
1/21/16,13:15,4,10,,,2.1,,9.9,89,,51,,1.89,10.35,1.15,,,,,
1/21/16,13:15,4,11,,,2.1,,9.9,90,,51,,1.97,10.36,1.21,,,,,
1/21/16,13:15,4,12,,,2,,9.9,90,,54,,2.29,10.35,1.47,,,,,
1/21/16,13:15,4,13,,,2,,9.9,90,,57,,2.5,10.35,1.63,,,,,
1/21/16,13:15,4,14,,,2,,9.9,90,,60,,2.54,10.35,1.66,,,,,
1/21/16,13:15,4,15,,,2,,9.9,90,,61,,2.56,10.35,1.67,,,,,
1/21/16,13:15,4,16,,,2,,9.9,90,,62,,2.58,10.35,1.69,,,,,
1/21/16,13:15,4,17,,,2,,9.9,90,,61,,2.57,10.35,1.68,,,,,
1/21/16,13:15,4,18,,,1.9,,9.9,90,,64,,2.59,10.35,1.7,,,,,
1/21/16,13:15,4,19,,,2,,9.9,90,,65,,2.6,10.35,1.71,,,,,
1/21/16,13:15,4,20,,,1.8,,9.9,90,,65,,2.6,10.35,1.71,,,,,
1/21/16,13:04,5,1,,,1.9,,9.9,90,,43,3.7,2.59,10.35,1.7,,,,,
1/21/16,13:04,5,2,,,1.7,,9.9,90,,47,,2.97,10.38,1.99,,,,,
1/21/16,13:04,5,3,,,1.7,,9.9,90,,49,,3.25,10.4,2.2,,,,,
1/21/16,13:04,5,4,,,1.7,,9.9,90,,54,,3.61,10.43,2.49,,,,,
1/21/16,13:04,5,5,,,1.7,,9.8,91,,57,,4.07,10.46,2.84,,,,,
1/21/16,13:04,5,6,,,1.7,,9.8,91,,61,,4.22,10.47,2.95,,,,,
1/21/16,13:04,5,7,,,1.6,,9.8,91,,64,,4.24,10.47,2.97,,,,,
1/21/16,13:04,5,8,,,1.6,,9.8,91,,68,,4.27,10.47,3,,,,,
1/21/16,13:04,5,9,,,1.6,,9.8,91,,69,,4.29,10.47,3.01,,,,,
1/21/16,13:04,5,10,,,1.7,,9.8,91,,70,,4.29,10.47,3.01,,,,,
1/21/16,13:04,5,11,,,1.7,,9.8,91,,70,,4.3,10.47,3.02,,,,,
1/21/16,13:04,5,12,,,1.8,,9.8,91,,74,,4.3,10.47,3.02,,,,,
1/21/16,13:04,5,13,,,1.7,,9.8,91,,75,,4.3,10.47,3.02,,,,,
1/21/16,12:49,6,1,1.5,0.48,1.5,9.8,9.8,91,36,37,3.1,4.83,10.62,3.41,1.16,44.55,17.35,2.38,214.2
1/21/16,12:49,6,2,,,1.5,,9.8,91,,37,,5.87,10.63,4.22,,,,,
1/21/16,12:49,6,3,,,1.5,,9.7,91,,42,,6.09,10.65,4.39,,,,,
1/21/16,12:49,6,4,,,1.6,,9.7,91,,48,,6.38,10.67,4.62,,,,,
1/21/16,12:49,6,5,,,1.6,,9.7,91,,57,,6.54,10.69,4.73,,,,,
1/21/16,12:49,6,6,,,1.6,,9.7,91,,57,,6.59,10.69,4.77,,,,,
1/21/16,12:49,6,7,,,1.7,,9.7,91,,68,,6.66,10.68,4.83,,,,,
1/21/16,12:49,6,8,,,1.8,,9.7,91,,79,,6.74,10.69,4.89,,,,,
1/21/16,12:49,6,9,,,1.9,,9.7,91,,85,,6.86,10.7,4.98,,,,,
1/21/16,12:49,6,10,,,2.1,,9.7,91,,90,,6.89,10.7,5.01,,,,,
1/21/16,12:49,6,11,,,2.2,,9.7,91,,91,,6.89,10.7,5.01,,,,,
1/21/16,12:49,6,12,,,2.2,,9.7,91,,94,,6.89,10.7,5.01,,,,,
1/21/16,12:49,6,13,1.4,0.29,2,,9.7,91,98,96,,6.89,10.7,5.01,,,,,
1/21/16,12:33,7,1,1.5,0.53,1.5,,9.6,92,,34,2.9,8.69,10.99,6.37,,,,,
1/21/16,12:33,7,2,,,1.4,,9.6,92,,34,,8.7,10.99,6.37,,,,,
1/21/16,12:33,7,3,,,1.5,,9.6,92,,35,,8.8,10.98,6.46,,,,,
1/21/16,12:33,7,4,,,1.3,,9.5,92,,35,,9.54,10.96,7.03,,,,,
1/21/16,12:33,7,5,,,1.2,,9.5,92,,34,,10.37,10.95,7.67,,,,,
1/21/16,12:33,7,6,,,1,,9.4,92,,35,,10.96,10.95,8.13,,,,,
1/21/16,12:33,7,7,,,1.1,,9.4,92,,40,,11.19,10.95,8.31,,,,,
1/21/16,12:33,7,8,,,1.2,,9.4,91,,51,,11.41,10.96,8.48,,,,,
1/21/16,12:33,7,9,,,1.4,,9.4,91,,63,,11.54,10.96,8.58,,,,,
1/21/16,12:33,7,10,,,1.3,,9.3,91,,61,,11.75,10.97,8.74,,,,,
1/21/16,12:33,7,11,,,1.3,,9.3,91,,64,,11.83,10.97,8.8,,,,,
1/21/16,12:33,7,12,,,1.3,,9.3,92,,59,,12.01,10.98,8.94,,,,,
1/21/16,12:33,7,13,,,1.3,,9.3,92,,59,,12.07,10.98,8.98,,,,,
1/21/16,12:33,7,14,,,1.4,,9.3,92,,61,,12.08,10.98,8.99,,,,,
1/21/16,12:33,7,15,,,1.2,,9.3,92,,63,,12.08,10.98,9,,,,,
1/21/16,12:19,8,1,,,1.6,,9.6,93,,19,1.6,10.3,11.01,7.61,,,,,
1/21/16,12:19,8,2,,,1.6,,9.6,93,,19,,10.26,11.01,7.58,,,,,
1/21/16,12:19,8,3,,,1.7,,9.5,93,,19,,10.48,11,7.75,,,,,
1/21/16,12:19,8,4,,,1.5,,9.5,93,,19,,10.77,11.01,7.98,,,,,
1/21/16,12:19,8,5,,,1.4,,9.5,93,,19,,11.35,11.03,8.42,,,,,
1/21/16,12:19,8,6,,,1.4,,9.5,93,,19,,11.58,11.04,8.6,,,,,
1/21/16,12:19,8,7,,,1.3,,9.4,93,,19,,12.08,11.05,8.98,,,,,
1/21/16,12:19,8,8,,,1.2,,9.4,92,,20,,12.63,11.05,9.41,,,,,
1/21/16,12:19,8,9,,,1.1,,9.3,92,,20,,13.27,11.06,9.9,,,,,
1/21/16,12:19,8,10,,,1,,9.2,92,,24,,14.44,11.09,10.8,,,,,
1/21/16,12:19,8,11,,,1,,9.2,92,,28,,15.06,11.11,11.28,,,,,
1/21/16,12:19,8,12,,,0.9,,9.2,92,,30,,15.39,11.12,11.54,,,,,
1/21/16,12:19,8,13,,,1,,9.2,92,,32,,15.44,11.13,11.57,,,,,
1/21/16,12:19,8,14,,,0.9,,9.1,92,,34,,15.5,11.13,11.62,,,,,
1/21/16,12:19,8,15,,,0.9,,9.1,92,,35,,15.64,11.14,11.73,,,,,
1/21/16,12:19,8,16,,,1.1,,9.1,92,,50,,16.11,11.17,12.09,,,,,
1/21/16,12:19,8,17,,,1.3,,9.1,92,,55,,16.09,11.17,12.08,,,,,
1/21/16,12:05,9,1,1.5,0.63,1.6,9.5,9.5,92,22,21,1.9,11.21,11.09,8.3,1.23,35.98,15.28,2.19,118.59
1/21/16,12:05,9,2,,,1.6,,9.4,92,,21,,11.77,11.07,8.74,,,,,
1/21/16,12:05,9,3,,,1.6,,9.4,92,,23,,12.76,11.1,9.51,,,,,
1/21/16,12:05,9,4,,,1.6,,9.2,92,,24,,14.19,11.15,10.6,,,,,
1/21/16,12:05,9,5,,,1.6,,9.2,92,,28,,15.57,11.19,11.67,,,,,
1/21/16,12:05,9,6,,,1.6,,9.1,92,,30,,15.86,11.19,11.89,,,,,
1/21/16,12:05,9,7,,,1.6,,9.1,92,,31,,16.08,11.2,12.06,,,,,
1/21/16,12:05,9,8,,,1.6,,9.1,92,,32,,16.33,11.21,12.26,,,,,
1/21/16,12:05,9,9,,,1.6,,9.1,92,,34,,16.54,11.21,12.42,,,,,
1/21/16,12:05,9,10,,,1.6,,9.1,92,,34,,16.73,11.22,12.56,,,,,
1/21/16,12:05,9,11,,,1.6,,9.1,92,,36,,17.02,11.23,12.78,,,,,
1/21/16,12:05,9,12,,,1.6,,9,92,,37,,17.27,11.24,12.97,,,,,
1/21/16,12:05,9,13,,,1.6,,9,92,,39,,17.76,11.27,13.35,,,,,
1/21/16,12:05,9,14,,,1.6,,9,92,,40,,17.88,11.27,13.45,,,,,
1/21/16,12:05,9,15,,,1.6,,9,92,,41,,17.95,11.28,13.5,,,,,
1/21/16,12:05,9,16,,,1.6,,9,92,,41,,17.97,11.28,13.51,,,,,
1/21/16,12:05,9,17,,,1.6,,9,92,,41,,17.94,11.28,13.49,,,,,
1/21/16,12:05,9,18,,,1.6,,9,92,,41,,17.97,11.28,13.51,,,,,
1/21/16,12:05,9,19,,,1.6,,9,92,,41,,18.07,11.29,13.59,,,,,
1/21/16,12:05,9,20,,,1.6,,9,92,,41,,18.07,11.29,13.59,,,,,
1/21/16,12:05,9,21,,,1.6,,9,92,,41,,18.07,11.29,13.59,,,,,
1/21/16,12:05,9,22,,,1.6,,9,92,,41,,18.09,11.29,13.61,,,,,
1/21/16,12:05,9,23,,,1.6,,9,92,,41,,18.14,11.29,13.64,,,,,
1/21/16,12:05,9,24,,,1.6,,9,92,,41,,18.19,11.29,13.68,,,,,
1/21/16,12:05,9,25,,,1.6,,9,92,,42,,18.35,11.3,13.8,,,,,
1/21/16,12:05,9,26,,,1.6,,9,92,,42,,18.38,11.31,13.83,,,,,
1/21/16,12:05,9,27,,,1.6,,9,92,,42,,18.39,11.31,13.83,,,,,
1/21/16,12:05,9,28,,,1.6,,9,92,,43,,18.45,11.31,13.88,,,,,
1/21/16,12:05,9,29,1.2,0.43,1.6,,9,92,47,45,,18.43,11.31,13.87,,,,,
1/21/16,11:56,10,1,,,1.6,,9.4,93,,17,1.6,13.31,11.25,9.91,,,,,
1/21/16,11:56,10,2,,,1.6,,9.3,93,,19,,14.19,11.18,10.6,,,,,
1/21/16,11:56,10,3,,,1.6,,9.3,93,,22,,14.56,11.16,10.89,,,,,
1/21/16,11:56,10,4,,,1.6,,9.2,93,,23,,15.22,11.17,11.4,,,,,
1/21/16,11:56,10,5,,,1.6,,9.2,93,,26,,16.31,11.19,12.24,,,,,
1/21/16,11:56,10,6,,,1.5,,9.1,93,,28,,16.64,11.2,12.49,,,,,
1/21/16,11:56,10,7,,,1.5,,9.1,92,,31,,17.07,11.23,12.82,,,,,
1/21/16,11:56,10,8,,,1.5,,9.1,92,,35,,17.44,11.26,13.1,,,,,
1/21/16,11:56,10,9,,,1.6,,9,92,,40,,17.74,11.28,13.34,,,,,
1/21/16,11:56,10,10,,,1.6,,9,92,,41,,17.87,11.29,13.44,,,,,
1/21/16,11:56,10,11,,,1.6,,9,92,,45,,18.42,11.33,13.85,,,,,
1/21/16,11:56,10,12,,,1.6,,8.9,92,,48,,19.55,11.39,14.72,,,,,
1/21/16,11:56,10,13,,,1.6,,8.9,92,,48,,19.75,11.4,14.87,,,,,
1/21/16,11:56,10,14,,,1.6,,8.9,92,,48,,19.86,11.41,14.96,,,,,
1/21/16,11:56,10,15,,,1.6,,8.9,92,,49,,19.87,11.41,14.97,,,,,
1/21/16,11:56,10,16,,,1.6,,8.9,92,,49,,19.88,11.41,14.97,,,,,
1/21/16,11:56,10,17,,,1.6,,8.9,92,,48,,19.87,11.41,14.96,,,,,
1/21/16,11:56,10,18,,,1.6,,8.9,92,,49,,19.87,11.41,14.97,,,,,
1/21/16,11:56,10,19,,,1.6,,8.9,92,,50,,19.87,11.41,14.97,,,,,
1/21/16,11:41,11,1,,,1.5,,9.1,93,,25,2,16.78,11.26,12.6,,,,,
1/21/16,11:41,11,2,,,1.5,,9.1,93,,25,,16.75,11.26,12.57,,,,,
1/21/16,11:41,11,3,,,1.5,,9.1,92,,27,,17.26,11.29,12.96,,,,,
1/21/16,11:41,11,4,,,1.5,,9,92,,29,,17.54,11.32,13.17,,,,,
1/21/16,11:41,11,5,,,1.6,,9,92,,34,,18.32,11.37,13.77,,,,,
1/21/16,11:41,11,6,,,1.6,,8.9,92,,39,,19.42,11.42,14.62,,,,,
1/21/16,11:41,11,7,,,1.6,,8.9,93,,44,,19.92,11.43,15,,,,,
1/21/16,11:41,11,8,,,1.5,,8.9,93,,45,,20.74,11.48,15.62,,,,,
1/21/16,11:41,11,9,,,1.5,,8.8,93,,44,,21.26,11.51,16.02,,,,,
1/21/16,11:41,11,10,,,1.5,,8.8,93,,46,,21.46,11.53,16.18,,,,,
1/21/16,11:41,11,11,,,1.5,,8.8,93,,49,,21.66,11.54,16.33,,,,,
1/21/16,11:41,11,12,,,1.6,,8.8,93,,53,,21.77,11.55,16.41,,,,,
1/21/16,11:41,11,13,,,1.6,,8.8,93,,54,,21.83,11.55,16.46,,,,,
1/21/16,11:41,11,14,,,1.6,,8.8,93,,53,,21.84,11.55,16.47,,,,,
1/21/16,11:41,11,15,,,1.6,,8.8,93,,53,,21.86,11.56,16.48,,,,,
1/21/16,11:41,11,16,,,1.6,,8.8,93,,53,,21.86,11.56,16.48,,,,,
1/21/16,11:41,11,17,,,1.6,,8.8,93,,54,,21.87,11.56,16.48,,,,,
1/21/16,11:41,11,18,,,1.6,,8.8,93,,54,,21.86,11.56,16.48,,,,,
1/21/16,11:41,11,19,,,1.5,,8.8,93,,54,,21.88,11.56,16.49,,,,,
1/21/16,11:41,11,20,,,1.6,,8.8,93,,54,,21.91,11.56,16.52,,,,,
1/21/16,11:41,11,21,,,1.6,,8.8,93,,54,,21.9,11.56,16.51,,,,,
1/21/16,11:41,11,22,,,1.6,,8.8,93,,54,,21.91,11.56,16.52,,,,,
1/21/16,11:41,11,23,,,1.6,,8.8,93,,55,,21.92,11.56,16.52,,,,,
1/21/16,11:28,12,1,,,1.6,,9.2,94,,15,1.3,17.11,11.35,12.83,,,,,
1/21/16,11:28,12,2,,,1.6,,9,94,,15,,20.36,11.51,15.33,,,,,
1/21/16,11:28,12,3,,,1.6,,8.9,94,,15,,21.53,11.57,16.22,,,,,
1/21/16,11:28,12,4,,,1.6,,8.8,93,,16,,22.79,11.65,17.19,,,,,
1/21/16,11:28,12,5,,,1.6,,8.7,93,,30,,23.19,11.68,17.49,,,,,
1/21/16,11:28,12,6,,,1.6,,8.7,93,,37,,23.37,11.69,17.63,,,,,
1/21/16,11:28,12,7,,,1.7,,8.7,93,,47,,23.45,11.69,17.69,,,,,
1/21/16,11:28,12,8,,,1.7,,8.7,93,,51,,23.47,11.69,17.7,,,,,
1/21/16,11:28,12,9,,,1.7,,8.7,93,,53,,23.48,11.69,17.71,,,,,
1/21/16,11:28,12,10,,,1.7,,8.7,93,,56,,23.49,11.69,17.72,,,,,
1/21/16,11:28,12,11,,,1.7,,8.7,93,,59,,23.49,11.69,17.72,,,,,
1/21/16,11:11,13,1,2.1,0.72,1.5,8.9,8.8,95,13,14,1.2,23.95,11.88,18.04,0.89,20.7,11.35,2.13,60.52
1/21/16,11:11,13,2,,,1.5,,8.8,95,,14,,24.2,11.89,18.24,,,,,
1/21/16,11:11,13,3,,,1.5,,8.7,94,,14,,24.93,11.87,18.81,,,,,
1/21/16,11:11,13,4,,,1.5,,8.6,94,,17,,25.82,11.87,19.49,,,,,
1/21/16,11:11,13,5,,,1.4,,8.6,94,,21,,26,11.88,19.63,,,,,
1/21/16,11:11,13,6,,,1.4,,8.6,94,,24,,26.03,11.88,19.66,,,,,
1/21/16,11:11,13,7,,,1.4,,8.6,93,,28,,26.11,11.89,19.72,,,,,
1/21/16,11:11,13,8,,,1.5,,8.5,93,,32,,26.12,11.89,19.72,,,,,
1/21/16,11:11,13,9,,,1.5,,8.5,93,,34,,26.12,11.89,19.72,,,,,
1/21/16,11:11,13,10,,,1.5,,8.5,93,,35,,26.12,11.89,19.72,,,,,
1/21/16,11:11,13,11,,,1.5,,8.5,93,,37,,26.12,11.89,19.72,,,,,
1/21/16,11:11,13,12,1.6,0.41,1.5,,8.5,92,,37,,26.1,11.89,19.7,,,,,
1/21/16,10:56,14,1,,,1.5,,8.8,94,,13,1.1,23.64,11.8,17.82,,,,,
1/21/16,10:56,14,2,,,1.5,,8.7,94,,13,,24.01,11.79,18.1,,,,,
1/21/16,10:56,14,3,,,1.5,,8.6,94,,14,,25.46,11.84,19.22,,,,,
1/21/16,10:56,14,4,,,1.5,,8.6,94,,17,,26.38,11.9,19.92,,,,,
1/21/16,10:56,14,5,,,1.5,,8.5,94,,20,,26.71,11.94,20.17,,,,,
1/21/16,10:56,14,6,,,1.5,,8.5,94,,22,,26.82,11.95,20.26,,,,,
1/21/16,10:56,14,7,,,1.5,,8.5,94,,23,,26.99,11.97,20.38,,,,,
1/21/16,10:56,14,8,,,1.5,,8.5,94,,25,,27.07,11.98,20.44,,,,,
1/21/16,10:56,14,9,,,1.5,,8.5,94,,26,,27.07,11.98,20.44,,,,,
1/21/16,10:56,14,10,,,1.5,,8.5,94,,26,,27.08,11.98,20.45,,,,,
1/21/16,10:56,14,11,,,1.5,,8.5,94,,26,,27.08,11.98,20.45,,,,,
1/21/16,10:56,14,12,,,1.5,,8.5,94,,26,,27.12,11.99,20.48,,,,,
1/21/16,10:56,14,13,,,1.6,,8.5,94,,26,,27.19,12,20.53,,,,,
1/21/16,10:56,14,14,,,1.6,,8.5,94,,30,,27.22,12,20.55,,,,,
1/21/16,10:56,14,15,,,1.6,,8.5,94,,33,,27.23,12,20.56,,,,,
1/21/16,10:56,14,16,,,1.6,,8.5,94,,36,,27.23,12,20.56,,,,,
1/21/16,10:56,14,17,,,1.6,,8.5,94,,37,,27.22,12,20.56,,,,,
1/21/16,10:41,15,1,1.5,0.73,1.4,8.8,8.7,93,11,13,1.2,23.16,11.78,17.45,0.92,21.7,11.64,2.12,68.51
1/21/16,10:41,15,2,,,1.4,,8.7,94,,14,,23.91,11.81,18.03,,,,,
1/21/16,10:41,15,3,,,1.5,,8.7,94,,16,,24.47,11.84,18.46,,,,,
1/21/16,10:41,15,4,,,1.5,,8.6,94,,17,,24.96,11.86,18.83,,,,,
1/21/16,10:41,15,5,,,1.5,,8.5,94,,20,,26.79,11.98,20.23,,,,,
1/21/16,10:41,15,6,,,1.5,,8.5,94,,24,,27.49,12.05,20.76,,,,,
1/21/16,10:41,15,7,,,1.5,,8.5,94,,25,,27.57,12.05,20.81,,,,,
1/21/16,10:41,15,8,,,1.6,,8.5,94,,27,,27.69,12.07,20.9,,,,,
1/21/16,10:41,15,9,,,1.5,,8.5,94,,27,,27.73,12.07,20.93,,,,,
1/21/16,10:41,15,10,,,1.5,,8.5,94,,27,,27.82,12.08,21,,,,,
1/21/16,10:41,15,11,,,1.5,,8.5,94,,28,,27.94,12.1,21.1,,,,,
1/21/16,10:41,15,12,,,1.5,,8.5,94,,27,,27.99,12.1,21.13,,,,,
1/21/16,10:41,15,13,,,1.5,,8.5,94,,27,,28.02,12.11,21.16,,,,,
1/21/16,10:41,15,14,,,1.5,,8.5,94,,27,,28.03,12.11,21.16,,,,,
1/21/16,10:41,15,15,,,1.5,,8.5,94,,26,,28.1,12.11,21.21,,,,,
1/21/16,10:41,15,16,,,1.5,,8.5,94,,26,,28.19,12.12,21.29,,,,,
1/21/16,10:41,15,17,,,1.5,,8.5,94,,27,,28.22,12.12,21.31,,,,,
1/21/16,10:41,15,18,,,1.4,,8.5,94,,27,,28.25,12.13,21.33,,,,,
1/21/16,10:41,15,19,,,1.5,,8.5,94,,27,,28.29,12.13,21.36,,,,,
1/21/16,10:41,15,20,,,1.5,,8.5,94,,28,,28.3,12.13,21.37,,,,,
1/21/16,10:41,15,21,,,1.5,,8.5,94,,33,,28.36,12.14,21.41,,,,,
1/21/16,10:41,15,22,,,1.5,,8.5,95,,35,,28.36,12.14,21.42,,,,,
1/21/16,10:41,15,23,,,1.5,,8.5,95,,34,,28.36,12.14,21.41,,,,,
1/21/16,10:41,15,24,,,1.5,,8.5,95,,36,,28.37,12.14,21.42,,,,,
1/21/16,10:41,15,25,,,1.5,,8.5,95,,39,,28.37,12.14,21.42,,,,,
1/21/16,10:41,15,26,1.6,0.34,1.5,,8.5,95,53,47,,28.36,12.14,21.42,,,,,
1/21/16,10:25,16,1,,,1.3,,8.5,95,,13,1.2,28.27,12.28,21.32,,,,,
1/21/16,10:25,16,2,,,1.3,,8.5,95,,14,,29.07,12.31,21.93,,,,,
1/21/16,10:25,16,3,,,1.4,,8.5,95,,17,,29.51,12.33,22.27,,,,,
1/21/16,10:25,16,4,,,1.5,,8.5,95,,20,,29.55,12.33,22.3,,,,,
1/21/16,10:25,16,5,,,1.5,,8.5,95,,22,,29.57,12.34,22.31,,,,,
1/21/16,10:25,16,6,,,1.5,,8.5,95,,25,,29.58,12.35,22.32,,,,,
1/21/16,10:25,16,7,,,1.5,,8.5,96,,24,,29.6,12.35,22.33,,,,,
1/21/16,10:25,16,8,,,1.5,,8.5,96,,24,,29.61,12.36,22.35,,,,,
1/21/16,10:25,16,9,,,1.5,,8.5,96,,25,,29.66,12.36,22.38,,,,,
1/21/16,10:25,16,10,,,1.5,,8.5,96,,29,,29.68,12.37,22.4,,,,,
1/21/16,10:25,16,11,,,1.5,,8.5,96,,29,,29.68,12.37,22.39,,,,,
1/21/16,10:25,16,12,,,1.5,,8.5,96,,29,,29.68,12.37,22.39,,,,,
1/21/16,10:25,16,13,,,1.5,,8.5,96,,31,,29.7,12.37,22.41,,,,,
1/21/16,10:25,16,14,,,1.5,,8.5,96,,31,,29.76,12.39,22.45,,,,,
1/21/16,10:25,16,15,,,1.5,,8.5,96,,32,,29.78,12.39,22.46,,,,,
1/21/16,10:25,16,16,,,1.6,,8.5,96,,34,,29.78,12.39,22.46,,,,,
1/21/16,10:25,16,17,,,1.6,,8.5,96,,35,,29.77,12.39,22.46,,,,,
1/21/16,10:12,17,1,1.2,0.68,1.3,,8.5,95,,12,1,28.76,12.3,21.69,,,,,
1/21/16,10:12,17,2,,,1.3,,8.5,96,,13,,28.85,12.28,21.77,,,,,
1/21/16,10:12,17,3,,,1.4,,8.5,96,,13,,29.12,12.34,21.97,,,,,
1/21/16,10:12,17,4,,,1.4,,8.5,96,,14,,29.58,12.43,22.3,,,,,
1/21/16,10:12,17,5,,,1.4,,8.5,96,,15,,30,12.51,22.62,,,,,
1/21/16,10:12,17,6,,,1.4,,8.4,96,,16,,30.58,12.62,23.05,,,,,
1/21/16,10:12,17,7,,,1.5,,8.4,96,,22,,30.81,12.67,23.21,,,,,
1/21/16,10:12,17,8,,,1.5,,8.4,97,,32,,30.84,12.68,23.24,,,,,
1/21/16,10:12,17,9,,,1.6,,8.4,97,,38,,30.85,12.68,23.24,,,,,
1/21/16,10:12,17,10,,,1.6,,8.4,97,,40,,30.85,12.68,23.25,,,,,
1/21/16,10:12,17,11,,,1.5,,8.4,97,,43,,30.85,12.68,23.24,,,,,
1/21/16,10:12,17,12,,,1.5,,8.4,97,,46,,30.85,12.68,23.24,,,,,
1/21/16,10:12,17,13,,,1.5,,8.4,97,,46,,30.85,12.68,23.24,,,,,
1/21/16,10:12,17,14,,,1.5,,8.4,97,,46,,30.85,12.68,23.24,,,,,
1/21/16,10:12,17,15,,,1.5,,8.4,96,,55,,30.84,12.68,23.24,,,,,
1/21/16,9:56,18,1,1.3,0.59,1.3,8.4,8.4,97,12,14,0.9,31.26,12.85,23.53,0.3,3.64,4.64,1.03,11.19
1/21/16,9:56,18,2,,,1.3,,8.4,97,,14,,31.26,12.85,23.52,,,,,
1/21/16,9:56,18,3,,,1.3,,8.4,97,,14,,31.21,12.83,23.49,,,,,
1/21/16,9:56,18,4,,,1.3,,8.4,97,,14,,31.2,12.82,23.49,,,,,
1/21/16,9:56,18,5,,,1.3,,8.4,97,,15,,31.21,12.82,23.5,,,,,
1/21/16,9:56,18,6,,,1.4,,8.4,97,,15,,31.22,12.82,23.5,,,,,
1/21/16,9:56,18,7,,,1.4,,8.4,97,,16,,31.22,12.81,23.5,,,,,
